1.00000	5.93376	-41.51674
1.00000	0.70998	-3.13015
1.00000	3.74754	17.85945
1.00000	5.9179	-42.33675
1.00000	0.45322	-6.14844
1.00000	3.02436	17.95616
1.00000	3.15253	19.60953
1.00000	1.47912	6.705
1.00000	5.287	-16.20974
1.00000	0.81959	-1.78808
1.00000	1.95091	7.86487
1.00000	3.53875	19.35762
1.00000	2.19651	10.98213
1.00000	3.56132	23.4252
1.00000	4.33119	12.23372
1.00000	4.68995	3.46761
1.00000	1.57822	6.45082
1.00000	5.78097	-33.92544
1.00000	2.63563	12.66242
1.00000	0.98638	-0.12643
1.00000	6.18017	-54.10998
1.00000	5.64061	-27.79305
1.00000	2.24553	15.8059
1.00000	3.01213	17.16077
1.00000	1.30021	4.0926
1.00000	1.80749	9.2488
1.00000	2.4031	15.90943
1.00000	2.12508	10.22518
1.00000	1.97178	9.29941
1.00000	1.16596	3.96271
1.00000	5.9928	-40.76661
1.00000	0.90793	-2.2115
1.00000	3.27669	17.41423
1.00000	0.71912	1.63175
1.00000	2.78439	16.3963
1.00000	3.46062	18.08314
1.00000	3.42825	17.48157
1.00000	5.97064	-40.10441
1.00000	2.31756	11.94834
1.00000	0.44069	-9.78039
1.00000	1.75368	7.42559
1.00000	4.35234	14.10021
1.00000	5.65916	-28.12626
1.00000	4.08966	14.47862
1.00000	0.73443	-0.57203
1.00000	2.52527	17.79474
1.00000	0.80925	-0.76941
1.00000	4.44384	9.0716
1.00000	3.85322	15.9711
1.00000	5.92913	-42.90118
1.00000	4.37834	12.47859
1.00000	6.11187	-49.51286
1.00000	2.14374	12.88328
1.00000	4.70817	3.61051
1.00000	4.35314	14.03313
1.00000	1.98529	7.06546
1.00000	3.74281	15.65042
1.00000	4.23698	15.85327
1.00000	2.75287	17.75735
1.00000	2.72876	17.45771
1.00000	4.89485	-3.28631
1.00000	3.97162	8.44681
1.00000	0.9693	1.3199
1.00000	0.78488	-2.01929
1.00000	1.85156	5.50842
1.00000	2.89283	18.09357
1.00000	1.26538	1.99002
1.00000	5.87023	-38.60895
1.00000	6.1674	-56.61736
1.00000	5.41216	-17.17131
1.00000	1.48918	-1.76801
1.00000	0.93834	-0.72314
1.00000	6.17672	-53.93761
1.00000	4.5086	3.44159
1.00000	5.91104	-40.21092
1.00000	2.85665	17.01172
1.00000	1.18546	-0.60243
1.00000	0.43642	-8.25204
1.00000	4.71975	1.0375
1.00000	1.93654	9.27436
1.00000	2.78125	16.51523
1.00000	5.05487	-4.34385
1.00000	0.99229	-0.31599
1.00000	2.45516	14.77024
1.00000	2.06918	10.56539
1.00000	0.64371	-4.41246
1.00000	3.65216	17.87154
1.00000	4.53028	9.72137
1.00000	3.97918	14.07163
1.00000	2.97886	17.10432
1.00000	4.21214	13.1026
1.00000	0.88108	-4.15662
1.00000	4.87809	0.01353
1.00000	1.6468	6.20315
1.00000	2.40406	11.59637
1.00000	5.88279	-38.37863
1.00000	3.0287	16.23433
1.00000	1.11394	2.76263
1.00000	4.43405	9.47184
1.00000	6.17995	-55.94663
1.00000	1.69207	8.52728
1.00000	4.05111	11.97349
1.00000	3.30067	18.28025
1.00000	1.50572	2.66206
1.00000	5.7473	-26.95568
1.00000	5.99995	-43.00991
1.00000	1.7654	5.61255
1.00000	1.05567	-1.42637
1.00000	4.90204	-4.8818
1.00000	4.90487	-1.23464
1.00000	0.89026	-0.17046
1.00000	5.4942	-18.62563
1.00000	1.15789	-2.81363
1.00000	1.24885	0.67354
1.00000	2.988	17.81307
1.00000	5.32419	-12.71867
1.00000	2.69696	17.77214
1.00000	5.21943	-11.72268
1.00000	4.87711	-0.83554
1.00000	5.12853	-8.59241
1.00000	6.03077	-41.52055
1.00000	3.2755	15.24906
1.00000	0.91154	-1.78705
1.00000	5.64087	-28.13641
1.00000	3.94571	16.60084
1.00000	2.40649	13.8589
1.00000	1.29478	1.50204
1.00000	5.70145	-29.58934
1.00000	2.28442	13.63648
